target_institution_name,target_state,target_county,match_tier,confidence,is_hospital_taxonomy,npi,org_name,other_name,pl_addr1,pl_city,pl_state,pl_zip,taxonomy_1,taxonomy_2,is_subpart,parent_org_name,deactivation_date
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1144245028,MAINE MEDICAL PARTNERS,<UNAVAIL>,584 ROOSEVELT TRL,WINDHAM,ME,040624904,207R00000X,208000000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1790896876,MAINE MEDICAL PARTNERS,<UNAVAIL>,1 HARNOIS AVE,WESTBROOK,ME,040924392,363A00000X,207Q00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1710215751,MAINE MEDICAL PARTNERS,<UNAVAIL>,100 BRICKHILL AVE,SOUTH PORTLAND,ME,041061999,2088P0231X,363AM0700X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1124335591,MAINE MEDICAL PARTNERS,<UNAVAIL>,335 BRIGHTON AVE,PORTLAND,ME,041022363,363AS0400X,207XX0801X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1881908879,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,231H00000X,207YX0007X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1447354899,MAINE MEDICAL PARTNERS,<UNAVAIL>,175 US ROUTE 1,SCARBOROUGH,ME,040749048,133NN1002X,133V00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1891083119,MAINE MEDICAL PARTNERS,<UNAVAIL>,5 BUCKNAM RD,FALMOUTH,ME,041051392,363AS0400X,363LF0000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1215269626,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,2084N0402X,2084N0600X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1285738310,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,2086S0127X,363LA2200X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1104921535,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,207VE0102X,207VM0101X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1134305386,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,163WR0006X,363LP0200X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1487830543,MAINE MEDICAL PARTNERS,<UNAVAIL>,49 SPRING ST,SCARBOROUGH,ME,040748926,225100000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1073527388,MAINE MEDICAL PARTNERS,<UNAVAIL>,100 CAMPUS DR,SCARBOROUGH,ME,040749692,1041C0700X,363LP0200X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1467477349,MAINE MEDICAL PARTNERS,<UNAVAIL>,300 PROFESSIONAL DR,SCARBOROUGH,ME,040748433,207Q00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1942315361,MAINE MEDICAL PARTNERS,<UNAVAIL>,22 BRAMHALL ST,PORTLAND,ME,041023134,207R00000X,363A00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1174897078,MAINE MEDICAL PARTNERS,<UNAVAIL>,818 CONGRESS ST,PORTLAND,ME,041023112,363AS0400X,363LA2100X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1134144090,MAINE MEDICAL PARTNERS,<UNAVAIL>,4 SCAMMON ST,SACO,ME,040725121,363LP0200X,208000000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1992719272,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,103T00000X,1041C0700X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1659351393,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,174400000X,204D00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1376551861,MAINE MEDICAL PARTNERS,<UNAVAIL>,22 BRAMHALL ST,PORTLAND,ME,041023134,207R00000X,207RG0300X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1346687167,MAINE MEDICAL PARTNERS,,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,207N00000X,207RH0003X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1790160703,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,208600000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1790976074,MAINE MEDICAL PARTNERS,<UNAVAIL>,66 BRAMHALL ST,PORTLAND,ME,041023344,363A00000X,363LA2200X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.268,False,1366826505,MAINE MEDICAL PARTNERS,<UNAVAIL>,300 PROFESSIONAL DR,SCARBOROUGH,ME,040748433,103T00000X,1041C0700X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.267,False,1922239003,BACK ON TRACK CHIROPRACTIC,,209 WESTERN AVE UNIT G,SOUTH PORTLAND,ME,041062452,111N00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.265,False,1174506638,AROOSTOOK COUNTY ACTIO PROGRAM,<UNAVAIL>,91 MILITARY ST,HOULTON,ME,047302421,363LW0102X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.263,False,1194805812,"MAINE NEUROLOGY, P.A.",,49 SPRING ST,SCARBOROUGH,ME,040748926,2084N0400X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1215910765,AROOSTOOK COUNTY ACTION PROGRAM,<UNAVAIL>,169 ACADEMY ST,PRESQUE ISLE,ME,047693167,363LW0102X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1659354116,AROOSTOOK COUNTY ACTION PROGRAM,<UNAVAIL>,486 FRENCHVILLE RD,FORT KENT,ME,047431722,363LW0102X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1053481747,AROOSTOOK COUNTY ACTION PROGRAM,<UNAVAIL>,771 MAIN ST,PRESQUE ISLE,ME,047692201,124Q00000X,363LW0102X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1356693253,AROOSTOOK COUNTY ACTION PROGRAM INC,,744 MAIN ST,PRESQUE ISLE,ME,047692271,251K00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1003059122,"AROOSTOOK COUNTY ACTION PROGRAM, INC.",,771 MAIN ST,PRESQUE ISLE,ME,047692201,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.26,False,1760512446,MAINE FAMILY DENTAL PRACTICE PA,<UNAVAIL>,277 STATE ST,BANGOR,ME,04401,122300000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.257,False,1326156605,MAINE GERIATRICS,<UNAVAIL>,22 W COLE RD STE 101,BIDDEFORD,ME,040059431,207RG0300X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.256,False,1710408620,MAINE OSTEOPATHIC HEALTH LLC,,8 ELM ST,GORHAM,ME,040381506,204D00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.256,False,1497527659,"MAINE RESIDENTIAL OPTION, LLC",,264 COUNTY ROAD,GORHAM,ME,04038,320600000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1205063724,BACK ON TRACK,,209 WESTERN AVE UNIT G,SOUTH PORTLAND,ME,041062452,111N00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1306337290,"MAINE DENTAL BOUTIQUE, LLC",,16 COMMERCE PLZ STE 1A,WINTHROP,ME,043641562,124Q00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1710061494,"MAINE DERMATOLOGY, LLC",,2239 ATLANTIC HWY,LINCOLNVILLE,ME,048495310,207N00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1336554021,MAINE HOLISTIC COUNSELING LLC,,62 RUSSELL ST,FARMINGDALE,ME,043442800,1041C0700X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1982033569,"MAINE LASER SKIN CARE, P.A.",,12 SHUMAN AVE STE 7,AUGUSTA,ME,043306020,207R00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.25,False,1073363677,MAINE PEDIATRIC DENTISTRY LLC,,85 WESTERN AVE,SOUTH PORTLAND,ME,041062423,1223P0221X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.245,False,1225050818,"CENTRAL MAINE ORTHOPAEDICS, P.A.",,690 MINOT AVE,AUBURN,ME,042103922,207QS0010X,363AS0400X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.245,False,1700124732,"CENTRAL MAINE PSYCHOTHERAPY, PA",,460 MAIN ST,LEWISTON,ME,042406755,261QM0850X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.245,False,1699622894,MAINE ACCESS IMMIGRANT NETWORK,,237 OXFORD ST STE 25A,PORTLAND,ME,041013190,251V00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1710100839,"MAINE COAST MOBILE MED, LLC",,1576 HAMMOND ST STE C,BANGOR,ME,044015751,335V00000X,247100000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1184955692,MAINE COAST MOBILE MED. LLC,,1576 HAMMOND ST STE C,BANGOR,ME,044015751,247100000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1740412899,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,473 ALFRED ST,BIDDEFORD,ME,040059465,1223G0001X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1154794758,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,25 STONE ST,AUGUSTA,ME,043306114,302R00000X,1223G0001X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1194268268,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,480 MAIN ST,LEWISTON,ME,042406238,1223G0001X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.244,False,1659715738,"MAINE OSTEOPATHIC MEDICINE, LLC",,146 OCEAN ST,SOUTH PORTLAND,ME,041063664,204D00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.241,False,1558605642,MAINE CENTER FOR DENTAL MEDICINE PA,,59 PLEASANT ST,SKOWHEGAN,ME,049761227,1223G0001X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.24,False,1801423330,COASTAL MAINE FOOT AND ANKLE PA,,45 FOREST FALLS DR,YARMOUTH,ME,040966999,213ES0103X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.239,False,1073059028,MAINE COAST ORTHODONTICS PC,,5 CHILDRENS WAY,ROCKPORT,ME,048565746,261QD0000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.239,False,1285873646,"MAINE DIAGNOSTIC IMAGING, PA",,111 FRANKLIN HEALTH CMNS,FARMINGTON,ME,049386144,2085R0202X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.239,False,1568523637,"MAINE ORTHOPAEDIC CENTER, PA",,1601 CONGRESS ST,PORTLAND,ME,041022102,207X00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.238,False,1417617135,"MAINE PARADISE HOMECARE, INC",,100 LYMAN ST,WESTBROOK,ME,040923035,251E00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.238,False,1215171848,"MAINE PARENT FEDERATION, INC.",,12 SHUMAN AVE.,AUGUSTA,ME,04330,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.238,False,1619333846,"MAINE PRETRIAL SERVICES, INC.",,175 LANCASTER ST STE 305,PORTLAND,ME,041012451,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.238,False,1245682285,"MAINE PRETRIAL SERVICES, INC.",,9 GREEN ST,AUGUSTA,ME,043307451,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.237,False,1720106362,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,<UNAVAIL>,101 WATER ST,WATERVILLE,ME,049016339,363LW0102X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.237,False,1255575080,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,,97 WATER ST,WATERVILLE,ME,049016339,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.237,False,1164666996,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,,97 WATER ST,WATERVILLE,ME,049016339,252Y00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.237,False,1508093048,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,<UNAVAIL>,97 WATER ST,WATERVILLE,ME,049016339,252Y00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.236,False,1205902400,MAINE PLASTIC SURGICAL ASSOCIATES PA,,325D KENNEDY MEMORIAL DR,WATERVILLE,ME,049014530,2086S0122X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.235,False,1164490645,MAINE CENTER FOR CANCER MEDICINE,<UNAVAIL>,11 ROCK ROW STE 120,WESTBROOK,ME,040924877,332B00000X,332B00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.235,False,1104219963,MAINE JOB TRUST,,137 PAMELA DR,WINTHROP,ME,043644035,251S00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.234,False,1073674016,MAINE GENERAL COMMUNITY CARE,<UNAVAIL>,10 WATER ST,WATERVILLE,ME,049016559,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.234,False,1780785337,MAINE GENERAL COMMUNITY CARE,<UNAVAIL>,8 HIGHWOOD ST,WATERVILLE,ME,049015740,103TC1900X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.234,False,1255492294,MAINE GENERAL COMMUNITY CARE,<UNAVAIL>,8 HIGHWOOD ST,WATERVILLE,ME,049015740,251S00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.234,False,1548320088,MAINE GENERAL COMMUNITY CARE,<UNAVAIL>,8 HIGHWOOD ST,WATERVILLE,ME,049015740,251S00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.234,False,1043297179,MAINE OTOLARYNGOLOGY SURGERY,<UNAVAIL>,116 NORTHPORT AVE,BELFAST,ME,049156095,174400000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.233,False,1053731026,MAINE COAST HEALTHCARE CORPORATION,,50 UNION ST,ELLSWORTH,ME,046051534,261QD0000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.233,False,1053908103,MAINE PERIODONTICS PLLLC,,2 MEDICAL CENTER DR,BIDDEFORD,ME,040059400,1223P0300X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.231,False,1366256810,FRIENDLY DAY PROGRAM LLC,,566 MAIN ST,SOUTH PORTLAND,ME,041065409,261QA0600X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.231,False,1992723340,MAINE ANESTHESIOLOGY,,144 STATE ST,PORTLAND,ME,041013776,207L00000X,207LP2900X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.231,False,1144692880,"MAINE GEROPSYCHOLOGY, LLC",,14 MAINE ST,BRUNSWICK,ME,040112049,261QM0850X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.231,False,1437160918,"MAINE INTERVENTIONAL, LLC",,123 MEDICAL CENTER DR,BRUNSWICK,ME,040112652,2085R0204X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.231,False,1457553182,MAINE PROSTHODONTICS,,1250 FOREST AVENUE,PORTLAND,ME,04103,1223P0700X,1223P0700X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1164743381,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,12 UNION ST,ROCKLAND,ME,048412739,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1669701066,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,165 LANCASTER ST,PORTLAND,ME,041012406,251B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1962422964,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,165 LANCASTER ST,PORTLAND,ME,041012406,251S00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1891733309,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,2 SPRINGBROOK DR,BIDDEFORD,ME,040059443,261QM0801X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1386652535,MAINE BEHAVIORAL HEALTHCARE,<UNAVAIL>,12 UNION ST,ROCKLAND,ME,048412739,2084P0800X,251S00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1770392037,MAINE COAST RHEUMATOLOGY PLLC,,8 MASON STREET,BRUNSWICK,ME,040111514,207RR0500X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.229,False,1447520366,MAINE INTEGRATIVE FAMILY CARE,<UNAVAIL>,144 THADEUS ST.,SOUTH PORTLAND,ME,04106,207Q00000X,208D00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1346303914,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1245568732,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1215171616,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,261QA0600X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1376872275,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1306080700,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1659515161,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1417191909,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,251B00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1205070604,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1366506818,"COASTAL MAINE INTERNAL MEDICINE, PC",,247 COMMERCIAL ST STE D,ROCKPORT,ME,048565964,207R00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1497020150,"MAINE AVENUE CORP., INC.",,270 MAINE AVE,FARMINGDALE,ME,043444514,310400000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1477578268,MAINE FELDENKRAIS & PHYSICAL THERAPY,,34 HENNESSEY AVE.,BRUNSWICK,ME,040110000,225100000X,225100000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.226,False,1043432628,"MAINE NEUROBEHAVIORAL SERVICES, P.A.",,21 NORTHBROOK DR,FALMOUTH,ME,041051346,103T00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.225,False,1437374717,MAINE ASSISTED LIVING LLC,<UNAVAIL>,392 MAIN ST,SACO,ME,040721521,310400000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.225,False,1174748446,MAINE ASSISTED LIVING LLC,<UNAVAIL>,78 SCOTT DYER RD,CAPE ELIZABETH,ME,041072200,310400000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.225,False,1669779187,MAINE MARKETING SOUTH INC,<UNAVAIL>,352 WARREN AVE,PORTLAND,ME,041031188,332B00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.224,False,1952198632,MAINE DENTAL SURGERY CENTER PC,,701 US ROUTE 1 STE 3A,YARMOUTH,ME,040967006,261QA1903X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.222,False,1508977869,CENTRAL MAINE EYE CARE P.A.,,181 RUSSELL ST,LEWISTON,ME,042405436,152W00000X,207W00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.222,False,1164114385,MAINE CARE DENTAL LLC,,38 PORTLAND ST,FRYEBURG,ME,040371206,261QD0000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.222,False,1629803317,MAINE ORAL HEALTH & WELLNESS,,88 HOSMER POND RD,CAMDEN,ME,048434218,261QD0000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.222,False,1194856435,MAINE ORTHOTIC AND PROSTHETIC REHAB SERVICES INC,,300 PARK AVE,PORTLAND,ME,041022914,332B00000X,335E00000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1982839601,CENTRAL MAINE PHARMACY INC,<UNAVAIL>,18 CHINA RD,ALBION,ME,049106445,3336C0003X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1659505451,MAINE CDC PUBLIC HEALTH NURSING,,286 WATER ST KEY PLZ FL 7,AUGUSTA,ME,043330011,251K00000X,,Y,STATE OF MAINE,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1659575371,MAINE COAST ANESTHESIA,,329 MAINE ST,BRUNSWICK,ME,040113310,207L00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1609949908,MAINE HEART SURGICAL ASSOCIATES,,818 CONGRESS ST,PORTLAND,ME,041023112,208G00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1649607524,MAINE MOBILE MRI ASSOC,<UNAVAIL>,149 NORTH ST STE 1012A,WATERVILLE,ME,049014974,2085R0202X,,Y,MAINE MOBILE MRI ASSOC,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.22,False,1235567843,MAINE MOBILE MRI ASSOC,<UNAVAIL>,35 MEDICAL CENTER PKWY STE A1606,AUGUSTA,ME,043308160,2085R0202X,,Y,MAINE MOBILE MRI ASSOCIATES,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.218,False,1326290388,"MAINE CHIRORPRACTIC HEALTH CLINIC, PA",,120 RUSSELL ST,LEWISTON,ME,042406053,111N00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.217,False,1114202561,MAINE CARDIOLOGY ASSOCIATES,,119 GANNETT DR,SOUTH PORTLAND,ME,041066942,207RC0001X,207RC0000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.217,False,1205836749,MAINE CARDIOLOGY ASSOCIATES,,119 GANNETT DR,SOUTH PORTLAND,ME,041066942,2085N0904X,207RC0000X,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.217,False,1760767255,MAINE CARDIOLOGY ASSOCIATES,,198 MAIN ST,LEWISTON,ME,042407640,207RC0000X,,Y,MAINE CARDIOLOGY ASSOCIATES,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.217,False,1366164386,MAINE MOBILE DENTAL HYGIENE LLC,,30 CAPTAINS WAY UNIT 301,BRUNSWICK,ME,040115122,124Q00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.216,False,1225672074,MAINE CONNECT CARE LLC,<UNAVAIL>,36 GUINEA RD,BIDDEFORD,ME,040059101,251E00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.214,False,1487607321,CENTRAL MAINE PATHOLOGY,,300 MAIN ST,LEWISTON,ME,042407007,207ZP0102X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.214,False,1316995632,MAINE MOLECULAR IMAGING LLC,,46 FAIRVIEW AVE,SKOWHEGAN,ME,049761481,293D00000X,,N,,
Maine Track Program (Tufts/MMC),ME,Cumberland,NAME_ONLY,0.214,False,1316995624,MAINE MOLECULAR IMAGING LLC,,100 CAMPUS DR,SCARBOROUGH,ME,040749692,293D00000X,,N,,
