batchId,itemId,listingIdOrSlug,title,currentSourceUrl,currentVerdict,recommendedAction,targetFit,whyNeedsReview
006,cmn21140m0072sb11ez341w0z,cmn21140m0072sb11ez341w0z,AMG Medical Group — Clinical Rotations,,UNKNOWN,MANUAL_REVIEW,TARGET_USCE_MATCH,Recommended action: manual review
006,cmn2113zw0070sb116oho28en,cmn2113zw0070sb116oho28en,Duke University — Postdoctoral Research,https://postdoc.duke.edu/,PATH_HINTS_PROGRAM,KEEP_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Target fit ambiguous; needs human read
006,cmn2113v5006usb11977nd3ud,cmn2113v5006usb11977nd3ud,Cedars-Sinai — Research Fellowship,https://www.cedars-sinai.edu/research/training/postdoctoral.html,PATH_HINTS_PROGRAM,KEEP_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Target fit ambiguous; needs human read
006,cmn2113rd006ksb11qnyjkqvk,cmn2113rd006ksb11qnyjkqvk,Johns Hopkins — Postdoctoral Research,https://www.hopkinsmedicine.org/research/resources/postdoctoral,PATH_HINTS_PROGRAM,KEEP_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Target fit ambiguous; needs human read
006,cmn2113mw0068sb111h3z42an,cmn2113mw0068sb111h3z42an,NIH Clinical Center — Postdoctoral Research,https://www.training.nih.gov/programs/postdoctoral_irta,PATH_HINTS_PROGRAM,KEEP_SOURCE,MAYBE_TARGET_MANUAL_REVIEW,Target fit ambiguous; needs human read
006,cmn2113m50066sb11sbr4jq4d,cmn2113m50066sb11sbr4jq4d,UAB Hospital (University of Alabama at Birmingham),https://www.uab.edu/medicine/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn2113le0064sb11a5urgvow,cmn2113le0064sb11a5urgvow,University of Utah Health,https://medicine.utah.edu/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn2113e6005qsb114hstszfc,cmn2113e6005qsb114hstszfc,UT Health Memphis / Regional One Health,https://uthsc.edu/graduate-medical-education/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn2113dh005osb11qdk4antb,cmn2113dh005osb11qdk4antb,Vanderbilt University Medical Center,https://www.vumc.org/observational-services/welcome-vanderbilt-observational-experience-voe-program,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn2112mt0040sb115rkbqj9q,cmn2112mt0040sb115rkbqj9q,UPMC (University of Pittsburgh Medical Center),https://dom.pitt.edu/education/eop/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn21129f0036sb11lxype91i,cmn21129f0036sb11lxype91i,University of Minnesota Medical Center,https://med.umn.edu/gme,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn21126j002ysb11e8v08sef,cmn21126j002ysb11e8v08sef,University of Maryland Medical Center,https://www.umm.edu/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn211253002usb11tv4v9ll0,cmn211253002usb11tv4v9ll0,University of Cincinnati Medical Center,https://med.uc.edu/gme,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn21123m002qsb116w4i7ktz,cmn21123m002qsb116w4i7ktz,University Hospitals Cleveland,https://www.uhhospitals.org/medical-education/graduate-medical-education,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
006,cmn2111pp001usb11xypzlek1,cmn2111pp001usb11xypzlek1,UC Davis Medical Center,https://health.ucdavis.edu/gme/,DEEP_PATH_NO_HINT,MANUAL_REVIEW,TARGET_USCE_MATCH,Deep URL path with no program-keyword match; Recommended action: manual review
