listingIdOrSlug,title,institution,sourceUrl,applicationUrl,targetFit,discardReason,evidenceQuoteOrObservedText,screenshotPath,jsonSidecarPath,reviewerConfidence,recommendedAction,canReconsiderLater,futureLaneCandidate,notes
cmn2115al00a6sb11rw5ecehe,"University of Cincinnati Medical Center","","https://www.uchealth.com/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115al00a6sb11rw5ecehe-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115al00a6sb11rw5ecehe-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115m900awsb11prycio5n,"Banner University Medical Center — Tucson","","https://www.bannerhealth.com/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115m900awsb11prycio5n-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115m900awsb11prycio5n-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2111fx001asb114hiofz1l,"St. Barnabas Hospital","","https://www.sbhny.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2111fx001asb114hiofz1l-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2111fx001asb114hiofz1l-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21158f00a0sb11x9a5ozzf,"Summa Health System — Akron","","https://www.summahealth.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21158f00a0sb11x9a5ozzf-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21158f00a0sb11x9a5ozzf-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115c200aasb110ul4c1ce,"JPS Health Network","","https://www.jpshealthnet.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115c200aasb110ul4c1ce-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115c200aasb110ul4c1ce-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmo3386v300331ny9u212xhza,"UVA Breast Imaging International Visiting Scholars","","https://med.virginia.edu/radiology/education/mini-fellowships/breast-imaging-international-visiting-scholars/","",MAYBE_TARGET_MANUAL_REVIEW,"\"Visiting Scholars\" / \"Medical Staff Services\" wording often denotes faculty or licensed-provider programs rather than student/IMG observerships.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3386v300331ny9u212xhza-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3386v300331ny9u212xhza-20260502.json,low,MANUAL_REVIEW,true,"Specialist/faculty opportunities (if not for students/IMGs)","Source verdict: DEEP_PATH_NO_HINT; reason: \"no_keyword_match\""
cmn21111q000csb1163kfm97r,"NewYork-Presbyterian / Columbia","","https://www.nyp.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21111q000csb1163kfm97r-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21111q000csb1163kfm97r-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115h800aosb11kx2c04ei,"Oregon Health & Science University (OHSU)","","https://www.ohsu.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115h800aosb11kx2c04ei-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115h800aosb11kx2c04ei-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn211184000osb11lxan6nl7,"Jacobi Medical Center","","https://www.nychealthandhospitals.org/jacobi/graduate-medical-education/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211184000osb11lxan6nl7-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn211184000osb11lxan6nl7-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmo34f42o00111nxxn1hjvuqv,"MSK Medical Student Summer Research Fellowship","","https://www.mskcc.org/hcp-education-training/medical-students/summer-fellowship","",MAYBE_TARGET_MANUAL_REVIEW,"\"Research fellowship\" / \"postdoctoral\" framing is ambiguous — could be clinical research for medical graduates (target-relevant) or basic-science postdoc (non-target).","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo34f42o00111nxxn1hjvuqv-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo34f42o00111nxxn1hjvuqv-20260502.json,low,KEEP_SOURCE,true,"Basic science / postdoc research lane (if non-clinical)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:summer fellowship\""
cmn21118u000qsb11lbgouwbn,"Elmhurst Hospital Center","","https://www.nychealthandhospitals.org/elmhurst/graduate-medical-education/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21118u000qsb11lbgouwbn-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21118u000qsb11lbgouwbn-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21110z000asb11hg2qwrua,"NYU Langone Health","","https://med.nyu.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21110z000asb11hg2qwrua-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21110z000asb11hg2qwrua-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21114k000esb11q4zw3i16,"NewYork-Presbyterian / Weill Cornell","","https://www.nyp.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21114k000esb11q4zw3i16-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21114k000esb11q4zw3i16-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21157p009ysb11lhl9d9fe,"Metro Health — Case Western Reserve","","https://www.metrohealth.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21157p009ysb11lhl9d9fe-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21157p009ysb11lhl9d9fe-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115cs00acsb11onyobib8,"University of Texas Medical Branch (UTMB)","","https://www.utmb.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115cs00acsb11onyobib8-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115cs00acsb11onyobib8-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115fs00aksb110p1hkkvn,"Carolinas Medical Center — Atrium Health","","https://atriumhealth.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115fs00aksb110p1hkkvn-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115fs00aksb110p1hkkvn-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114z5009gsb11laxdyyfc,"St. John's Episcopal Hospital","","https://www.ehs.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114z5009gsb11laxdyyfc-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114z5009gsb11laxdyyfc-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115bd00a8sb115h6bhehv,"UT Southwestern Medical Center","","https://www.utsouthwestern.edu/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115bd00a8sb115h6bhehv-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115bd00a8sb115h6bhehv-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115f200aisb110lqohi4y,"Ochsner Health System","","https://www.ochsner.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115f200aisb110lqohi4y-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115f200aisb110lqohi4y-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2115dj00aesb115q0wh0yc,"Baptist Health South Florida","","https://baptisthealth.net/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115dj00aesb115q0wh0yc-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2115dj00aesb115q0wh0yc-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21150f009ksb11e35rot4t,"Richmond University Medical Center","","https://www.rumcsi.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21150f009ksb11e35rot4t-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21150f009ksb11e35rot4t-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114zu009isb116spgam3g,"Wyckoff Heights Medical Center","","https://www.wyckoffhospital.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114zu009isb116spgam3g-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114zu009isb116spgam3g-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114x0009asb11vqhrdugf,"Jamaica Hospital Medical Center","","https://www.jamaicahospital.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114x0009asb11vqhrdugf-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114x0009asb11vqhrdugf-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn21153a009ssb11aleu4i2b,"Abington Hospital — Jefferson Health","","https://www.jeffersonhealth.org/","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21153a009ssb11aleu4i2b-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn21153a009ssb11aleu4i2b-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmo3386di002f1ny99zepgb4w,"Ohio State Wexner International Visiting Scholars Program","","https://medicine.osu.edu/departments/office-of-global-health/international-visiting-scholars","",MAYBE_TARGET_MANUAL_REVIEW,"\"Visiting Scholars\" / \"Medical Staff Services\" wording often denotes faculty or licensed-provider programs rather than student/IMG observerships.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3386di002f1ny99zepgb4w-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3386di002f1ny99zepgb4w-20260502.json,low,MANUAL_REVIEW,true,"Specialist/faculty opportunities (if not for students/IMGs)","Source verdict: DEEP_PATH_NO_HINT; reason: \"no_keyword_match\""
cmo3385mo001f1ny9t1ilrqd7,"Orlando Health Medical Staff Services Observership","","https://www.orlandohealth.com/-/media/files/orlando-health/medical-professionals/observership-application.pdf","",MAYBE_TARGET_MANUAL_REVIEW,"\"Visiting Scholars\" / \"Medical Staff Services\" wording often denotes faculty or licensed-provider programs rather than student/IMG observerships.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3385mo001f1ny9t1ilrqd7-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo3385mo001f1ny9t1ilrqd7-20260502.json,low,SOURCE_DEAD_REVIEW,true,"Specialist/faculty opportunities (if not for students/IMGs)","Source verdict: PATH_HINTS_PROGRAM; reason: \"path_keywords:observership,observer\""
cmo33855r000t1ny9mcguc1mn,"UCLA Health International Physician Observership","","https://www.uclahealth.org/international-services/consulting-education-services/medical-education-training/physicians/physician-observerships","",TARGET_USCE_MATCH,"Generic observership / externship / elective / rotation framing.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo33855r000t1ny9mcguc1mn-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmo33855r000t1ny9mcguc1mn-20260502.json,medium,WRONG_PAGE_REPLACE,true,"None","Source verdict: LIKELY_WRONG_PAGE; reason: \"wrong_page_hints:consulting\""
cmn2114vr0096sb11tmv3xquq,"UCSD — Bridge to Residency Program","","https://hsi.ucsd.edu/education/physicians/bridge-to-residency-program-for-physicians","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114vr0096sb11tmv3xquq-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114vr0096sb11tmv3xquq-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114lg008ksb11hva3gw88,"MSU Institute for Global Health — Observership","","https://ighealth.msu.edu/education/global-externship-program/","",TARGET_USCE_MATCH,"Generic observership / externship / elective / rotation framing.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114lg008ksb11hva3gw88-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114lg008ksb11hva3gw88-20260502.json,medium,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2114hw008asb1171avairi,"UC San Diego — ACE Program","","https://hsi.ucsd.edu/education/physicians/enhanced-clinical-skills","",TARGET_USCE_MATCH,"No specific target-fit signal; falling back to in-wedge default.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114hw008asb1171avairi-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2114hw008asb1171avairi-20260502.json,low,NEEDS_BETTER_SOURCE,true,"None","Source verdict: GENERIC_HOMEPAGE; reason: \"path_is_generic\""
cmn2111mt001msb11fzpzozyu,"UCLA Medical Center","","https://www.uclahealth.org/international-services/medical-education-training/physicians/physician-observerships","",TARGET_USCE_MATCH,"Generic observership / externship / elective / rotation framing.","",docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2111mt001msb11fzpzozyu-20260502.png,docs/platform-v2/local/screenshots/p96-existing-listings/full-304/uscehub-listings/cmn2111mt001msb11fzpzozyu-20260502.json,medium,WRONG_PAGE_REPLACE,true,"None","Source verdict: LIKELY_WRONG_PAGE; reason: \"wrong_page_hints:consulting\""
