reviewId,sourceQueueId,runId,institutionId,institutionName,state,city,sourceUrl,sourceScope,deepSourceFamily,visibilityLane,confidence,priorityScore,priorityReasons,quote,warnings,proposedOpportunityName,proposedOpportunityType,proposedAudience,proposedCampus,reviewerDecision,decisionReason,campusApplicabilityProof,approvedOpportunityRowId,duplicateOfRowId,reviewer,reviewedAt,notes
rev_0014,c_ucsf_meded_careers_a2_affiliated_only_refusal,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/careers,CAREERS_PORTAL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Please note that appointments are for current and graduated UCSF Medical Students only,"Restriction is scoped to advising appointments on this page, not to USCE program admissions broadly.",,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0015,emory_edu_scope_conflict,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,https://med.emory.edu/education,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Emory University School of Medicine,Med school scope cannot directly support PUBLIC_SAFE_USCE for hospital institution without campus-applicability proof.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0016,emory_dom_url_content_mismatch,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,https://med.emory.edu/medicine/international/international-programs,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Department of Medicine | Emory School of MedicineSkip to main contentEmory University School of Medicine,Possible JS-rendered content not captured; re-fetch may be needed to obtain international-programs content.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0017,emory_source_family_mismatch,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,https://med.emory.edu/medicine/international/international-programs/international-visiting-medical-students,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,"Department of Medicine | Emory School of MedicineSkip to main contentEmory University School of MedicineAbout Toggle Menu ToggleOur VisionAcademic DepartmentsOur LeadershipHealth Care PartnershipsDiversity, Equity, & InclusionLocation","Cleaned text contains no substantive international visiting student eligibility, application, cost, duration, or contact information.",,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0018,emory_scope_school_vs_hospital,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,https://med.emory.edu/medicine/international/international-programs/international-visiting-medical-students,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,"The Department of Medicine, part of Emory University's School of Medicine, promotes excellence in education, patient care, and clinical and basic research.",Cannot attribute any USCE claim to Emory University Hospital from this med-school-domain page.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0019,c_emory_scope_conflict,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,http://med.emory.edu/research/training/index.html,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,Training | Emory School of Medicine,Institution is Emory University Hospital but page is medical-school scope; no campus-applicability proof.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0020,emory_dom_admin_contact_address,p102-pc-10-emory,inst_emory_university_hospital_ga,Emory University Hospital,GA,Atlanta,https://med.emory.edu/medicine/international/international-programs,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,"Department of Medicine Administrative Office
1364 Clifton Road NE
Suite H-153
Atlanta, GA 30322","No email or phone provided; address is for general DOM admin, not observership/visiting student coordinator.",,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0021,hmh-pharm-1,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/observership,INSTITUTION_SPECIFIC,EXTERNSHIP,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=EXTERNSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -2 warnings=1,"The Pharmacy Student Summer Externship Program at Houston Methodist Hospital is a six-week, non-compensated, hands-on experience designed to provide an introduction to hospital-based pharmacy for students enrolled in a Doctor of Pharmacy program who have completed their first or second year.",Not a medical/physician opportunity; pharmacy-only audience.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0022,hmh-pharm-2,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/observership,INSTITUTION_SPECIFIC,EXTERNSHIP,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=EXTERNSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane,The primary objective for this program is to provide P1 and P2 students with the opportunity to understand and experience the various aspects of institutional pharmacy.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0023,hmh-pharm-3,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/observership,INSTITUTION_SPECIFIC,EXTERNSHIP,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=EXTERNSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane,"Dates of Externship:June 1 - July 10, 2026",,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0024,hmh-pharm-4,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/observership,INSTITUTION_SPECIFIC,EXTERNSHIP,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=EXTERNSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane,Stipend:NoneCredit Hours Earned for Pharmacy College or Texas State Board of Pharmacy Hours:None,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0025,hmh-pharm-5,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/observership,INSTITUTION_SPECIFIC,EXTERNSHIP,HUMAN_REVIEW_REQUIRED,HIGH,16,+6 tier_1_family=EXTERNSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane,"We will accept applications starting at 9 am on Tuesday, October 14th, 2025 through Friday, October 17th, 2025 . Please note we will review only the first 25 applications received. Any applications beyond the first 25 or outside of our submission window will not be accepted.",,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0026,hm-medu-02,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/academic-institute/education/medical,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,16,+6 tier_1_family=MEDICAL_EDUCATION | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +5 caution_safe_lane | -2 warnings=1,Medical student rotations at Houston Methodist give residents the proper amount of time and responsibility needed to achieve and surpass their professional goals.,Audience eligibility (own students vs visiting) not stated.,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0027,c1,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/academic-institute/education/medical/medical-student-rotations,INSTITUTION_SPECIFIC,OBSERVERSHIP,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,16,+6 tier_1_family=OBSERVERSHIP | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +5 caution_safe_lane | -2 warnings=1,Medical student rotations and observerships at Houston Methodist give residents the proper amount of time and responsibility needed to achieve and surpass their professional goals.,"Page text mentions both rotations and observerships but provides no eligibility, duration, or pathway specifics.",,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0028,sc_1,p102-1-trial-2-run-3,inst_adventhealth_orlando_fl,AdventHealth Orlando,FL,Orlando,https://adventhealth.com/medical-education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Medical Education | AdventHealth Digestive Health Institute West Florida,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0029,keck-edu-004,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/education,HEALTH_SYSTEM_LEVEL,UNDERGRADUATE_MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=UNDERGRADUATE_MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,97.4%Match rate of 2025 Keck School MD students as they chart their paths to practice and lead.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0030,keck-edu-scope-001,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Keck School of Medicine of USCEducation,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0031,keck-vsc-02,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Students in good academic standing in their senior year at US schools of medicine accredited by the Liaison Committee on Medical Education (LCME) and students at schools accredited by the American Osteopathic Association Commission on Osteopathic College Accreditation (COCA) may apply for clinical clerkships at the Keck School of Medicine of the University of Southern California for a maximum of e…,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0032,keck-vsc-03,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,may apply for clinical clerkships at the Keck School of Medicine of the University of Southern California for a maximum of eight weeks.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0033,keck-vsc-04,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The Keck School of Medicine accepts visiting student applications through the Visiting Student Learning Opportunities Program,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0034,keck-vsc-07,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Keck School of Medicine and individual department requirements must be met.The rotation must be available during the requested time period.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0035,keck-vsc-08,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,"Please note that the Keck School of Medicine is unable to provide or arrange housing, board or travel expenses. No stipend is provided during this clerkship.",,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0036,keck-vsc-scope-01,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The Keck School of Medicine of USC welcomes visiting students from Liaison Committee on Medical Education (LCME) and American Osteopathic Association Commission on Osteopathic College Accreditation (COCA) accredited institutions.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0037,keck-vsc-a2-05,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The Keck School of Medicine accepts visiting student applications through the Visiting Student Learning Opportunities Program,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0038,c1,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The UCSF School of Medicine uses the AAMC Visiting Student Application Service (VSLO) to receive applications from US medical and osteopathic students.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0039,c3,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,UCSF DOES NOT accept students attending international schools for clinical experiences.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0040,c6,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Clinical Elective Restrictions: The maximum amount of clinical elective time for visiting students is 3 months (12 weeks) at UCSF. Research electives may be longer.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0041,c10,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Students will receive notification of their application status starting April 20 of each year after UCSF students have enrolled in their 4th-year clerkships.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0042,c11,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,UCSF School of Medicine requires an approved Training Affiliation Agreement (TAA) with your home institution to allow for participation in the visiting medical student program.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0043,c13,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The UCSF Visiting Student Program will continue to operate normally for the 2026 - 2027 Cycle.,,,,,,KEEP_HUMAN_REVIEW,,,,,,,
