reviewId,sourceQueueId,runId,institutionId,institutionName,state,city,sourceUrl,sourceScope,deepSourceFamily,visibilityLane,confidence,priorityScore,priorityReasons,quote,warnings,urlDuplicateCount,proposedOpportunityName,proposedOpportunityType,proposedAudience,proposedCampus,reviewerDecision,decisionReason,campusApplicabilityProof,approvedOpportunityRowId,duplicateOfRowId,reviewer,reviewedAt,notes
rev_0011,keck-edu-004,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/education,HEALTH_SYSTEM_LEVEL,UNDERGRADUATE_MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=UNDERGRADUATE_MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,97.4%Match rate of 2025 Keck School MD students as they chart their paths to practice and lead.,,7,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0012,keck-vsc-02,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program/visiting-student-clerkships,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Students in good academic standing in their senior year at US schools of medicine accredited by the Liaison Committee on Medical Education (LCME) and students at schools accredited by the American Osteopathic Association Commission on Osteopathic College Accreditation (COCA) may apply for clinical clerkships at the Keck School of Medicine of the University of Southern California for a maximum of e…,,15,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0013,c1,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,https://meded.ucsf.edu/current-students/visiting-student-program/visiting-student-program-overview,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The UCSF School of Medicine uses the AAMC Visiting Student Application Service (VSLO) to receive applications from US medical and osteopathic students.,,23,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0014,c1,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,http://meded.ucsf.edu/faculty-educators/health-professions-education-and-research/funding-opportunities/innovations-funding,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,The Innovations Funding in Education program is one of the most impactful Academy programs designed to support junior faculty across UCSF to engage in curricular innovation and scholarship,,4,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0015,s1,p102-hy-8-medschool-ucla,inst_ucla_school_of_medicine_ca,David Geffen School of Medicine at UCLA,CA,Los Angeles,https://medschool.ucla.edu/research,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Medical School | Medical Research | UCLA Medical School,,12,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0016,c1,p102-hy-8-medschool-ucla,inst_ucla_school_of_medicine_ca,David Geffen School of Medicine at UCLA,CA,Los Angeles,https://medschool.ucla.edu/education/md-education/visiting-students,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,"The David Geffen School of Medicine at UCLA is uses the AAMC's Visiting Student Learning Opportunities ( VSLO ) program, to receive visiting student applications. To apply to our institution, please complete a VSLO application for your preferred electives and dates.",,8,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0017,c1,p102-hy-8-medschool-ucla,inst_ucla_school_of_medicine_ca,David Geffen School of Medicine at UCLA,CA,Los Angeles,https://medschool.ucla.edu/education/md-education/visiting-students/vslo,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,15,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,"The David Geffen School of Medicine (DGSOM) at UCLA uses the AAMC Visiting Student Learning Opportunities ( VSLO ) program, to receive applications from US medical and osteopathic students.",,36,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0018,c1,p102-gold-4-mayo-clinic-rochester,inst_mayo_clinic_rochester_mn,Mayo Clinic,MN,Rochester,https://mayoclinic.org/education,INSTITUTION_SPECIFIC,VISITING_STUDENT,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=VISITING_STUDENT | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,"Visiting medical student clerkships
Elective clinical rotations for visiting medical students",System-level/college-wide overview page; does not specify campus or eligibility for IMGs.,19,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0019,orlandohealth-residency-m4-away-01,p102-pc-2b-orlando-health,inst_orlando_health_orlando_regional_medical_center_fl,Orlando Health Orlando Regional Medical Center,FL,Orlando,https://orlandohealth.com/residency,DEPARTMENT_LEVEL,VISITING_STUDENT,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=VISITING_STUDENT | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,"Academic AffiliationsConferences and Other CurriculaFellowshipsM4 Away RotationsMain Curriculum, Rotations, and Tracks","Only a navigation label appears on this page; no eligibility, application, or cost details on this source.",1,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0020,f2,p102-pc-2b-orlando-health,inst_orlando_health_orlando_regional_medical_center_fl,Orlando Health Orlando Regional Medical Center,FL,Orlando,https://orlandohealth.com/fellowship,DEPARTMENT_LEVEL,VISITING_STUDENT,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=VISITING_STUDENT | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,M4 Away Rotations,"Only a navigation label; no eligibility, application, or program details on this page.",1,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0021,c1,p102-pc-9-ucsf-fresno,inst_ucsf_fresno_ca,UCSF Fresno,CA,Fresno,https://fresno.ucsf.edu/education,INSTITUTION_SPECIFIC,ELECTIVE,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=ELECTIVE | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,"We are a branch campus and major teaching site of the University of California, San Francisco, School of Medicine, teaching 3rd year OB/GYN clerkships as well as 4th year elective students in general OB/GYN as well as maternal and fetal medicine.","Index/overview page; eligibility, application, cost, duration not stated; needs dedicated Visiting Students page for verification.",1,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0022,ucsf_fresno_ume_nav_visiting_students,p102-pc-9-ucsf-fresno,inst_ucsf_fresno_ca,UCSF Fresno,CA,Fresno,https://fresno.ucsf.edu/education/undergraduate-medical-education,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=MEDICAL_EDUCATION | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,Undergraduate Medical EducationSJV PRIMEResources for StudentsUME ContactsVisiting Students,Nav-only mention; no content describing the visiting student program is present in this cleaned text.,0,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0023,ucsf_fresno_visiting_students_nav,p102-pc-9-ucsf-fresno,inst_ucsf_fresno_ca,UCSF Fresno,CA,Fresno,https://fresno.ucsf.edu/education/medical-students,INSTITUTION_SPECIFIC,MEDICAL_EDUCATION,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=MEDICAL_EDUCATION | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,Undergraduate Medical EducationSJV PRIMEResources for StudentsUME ContactsVisiting Students,"Nav-only signal; no eligibility, application pathway, fee, or duration stated on this page. A2 should follow the Visiting Students sub-page.",3,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0024,c2,p102-pc-9-ucsf-fresno,inst_ucsf_fresno_ca,UCSF Fresno,CA,Fresno,https://fresno.ucsf.edu/education/visiting-medical-students,INSTITUTION_SPECIFIC,VISITING_STUDENT,CAUTION_SAFE_INTERNAL_REVIEW,MEDIUM,14,+6 tier_1_family=VISITING_STUDENT | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,Undergraduate Medical EducationSJV PRIMEResources for StudentsUME ContactsVisiting Students,"Navigation label only; no eligibility, audience, cost, or application detail in cleaned text.",3,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0025,c_ucsf_fresno_visiting_students_nav,p102-pc-9-ucsf-fresno,inst_ucsf_fresno_ca,UCSF Fresno,CA,Fresno,https://fresno.ucsf.edu/education/medical-student-electives,INSTITUTION_SPECIFIC,VISITING_STUDENT,CAUTION_SAFE_INTERNAL_REVIEW,LOW,14,+6 tier_1_family=VISITING_STUDENT | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane | -2 warnings=1,Undergraduate Medical EducationSJV PRIMEResources for StudentsUME ContactsVisiting Students,Page content is navigation-only; no substantive elective/visiting-student program details captured in cleaned text.,4,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0026,a2_c2,p102-1-trial-2-run-1,inst_houston_methodist_hospital_tx,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/education,INSTITUTION_SPECIFIC,RESEARCH_TRAINING,CAUTION_SAFE_INTERNAL_REVIEW,HIGH,13,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +5 caution_safe_lane,"our GME, PhD, MD/MEng, CE and T32 pre and postdoctoral training programs are a fit for you.",,1,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0027,c_src40_01,p102-1-trial-2-run-3,inst_adventhealth_orlando_fl,AdventHealth Orlando,FL,Orlando,https://www.adventhealth.com/adventhealth-graduate-medical-education/medical-clerkship-redmond,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"At AdventHealth Redmond, we welcome medical students who are eager to learn the highest caliber of skills to provide exceptional care that heals the whole person.",Campus scope conflict; cannot attribute to AdventHealth Orlando.,14,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0028,c2,p102-fl-10-nemours-orlando,inst_nemours_childrens_orlando_fl,Nemours Children's Hospital Orlando,FL,Orlando,https://nemours.org/education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"Nemours Children's Hospital, Florida in Orlando partners with the University of Central Florida College of Medicine and other institutions to provide world class education.",Affiliation only; does not describe USCE eligibility for external students.,4,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0029,src_79_c1,p102-fl-10-nemours-orlando,inst_nemours_childrens_orlando_fl,Nemours Children's Hospital Orlando,FL,Orlando,https://www.nemours.org/education/gme/physical-therapy.html,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"The Therapeutic Services Department of Nemours Children’s Hospital, Delaware accepts students for clinical rotations in:Occupational therapy
Physical therapy
Speech-language pathology","Allied health (PT/OT/SLP), not medical student USCE. Delaware campus, not Orlando.",8,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0030,c3,p102-fl-2-baptist-miami,inst_baptist_hospital_miami_fl,Baptist Hospital of Miami,FL,Miami,https://baptisthealth.net/international-services/international-healthcare-professionals/international-observerships,HEALTH_SYSTEM_LEVEL,OBSERVERSHIP,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=OBSERVERSHIP | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,Baptist Health is unable to sponsor visas for participants of this program.,Visa-sponsorship policy — captured for internal review; scope is system-level.,10,,,img-observer,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0031,f1,p102-fl-7-nicklaus-childrens,inst_nicklaus_childrens_hospital_fl,Nicklaus Children's Hospital,FL,Miami,https://nicklauschildrens.org/medical-education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Continuing Medical Education (CME),,13,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0032,ccf-elective-001,p102-gold-1-cleveland-clinic-florida,inst_cleveland_clinic_florida,Cleveland Clinic Florida,FL,Weston,https://my.clevelandclinic.org/departments/elective-program,HEALTH_SYSTEM_LEVEL,ELECTIVE,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=ELECTIVE | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,Are you interested in the clinical elective program at Cleveland Clinic? Learn more about training with Cleveland Clinic Lerner College of Medicine of Case Western Reserve University.,"Source is system-level my.clevelandclinic.org elective program page, not Cleveland Clinic Florida campus-specific page.",13,,,us-md-do,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0033,sc1,p102-gold-1-cleveland-clinic-florida,inst_cleveland_clinic_florida,Cleveland Clinic Florida,FL,Weston,https://my.clevelandclinic.org/departments/international-medical-education,HEALTH_SYSTEM_LEVEL,VISITING_STUDENT,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=VISITING_STUDENT | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"9500 Euclid Avenue, Cleveland, Ohio 44195 | 800.223.2273 | &copy; 2026 Cleveland Clinic. All Rights Reserved.",CIME page does not name Florida campus; cannot infer Florida applicability.,9,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0034,keck-md-match-2026,p102-hy-10-keck-usc,inst_keck_school_of_medicine_usc_ca,Keck School of Medicine at USC,CA,Los Angeles,https://keck.usc.edu/md-program,HEALTH_SYSTEM_LEVEL,UNDERGRADUATE_MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=UNDERGRADUATE_MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,"In 2026, 201 Keck School MD Seniors matched with post-graduate training programs in 17 states. Of those, 73% will complete all or part of their training in California.","Outcome statistic, not an opportunity.",10,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0035,c1,p102-hy-7-meded-ucsf,inst_ucsf_school_of_medicine_ca,UCSF School of Medicine,CA,San Francisco,http://meded.ucsf.edu/faculty-educators/health-professions-education-and-research/funding-opportunities/innovations-funding/innovations-funding-funded-projects,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL,Innovations Funding Funded ProjectsExamples of innovations include:A specific component of faculty development,,0,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0036,c5,p102-hy-8-medschool-ucla,inst_ucla_school_of_medicine_ca,David Geffen School of Medicine at UCLA,CA,Los Angeles,https://medschool.ucla.edu/education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,A medical education at the David Geffen School of Medicine at UCLA is about more than just learning.,Hub-only content; details live on linked subpages not present here.,10,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0037,sc1_scope,p102-hy-8-medschool-ucla,inst_ucla_school_of_medicine_ca,David Geffen School of Medicine at UCLA,CA,Los Angeles,https://medschool.ucla.edu/education/md-education,HEALTH_SYSTEM_LEVEL,MEDICAL_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,13,+6 tier_1_family=MEDICAL_EDUCATION | +3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane | -3 scope=HEALTH_SYSTEM_LEVEL | -2 warnings=1,Doctor of Medicine | UCLA Medical School,"Pre-classified as JSON_LD source family but cleaned text is page-body text, not structured data; deepSourceFamily reflects content.",14,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0038,fl-3-weill-cornell-phd,p102-pc-6-houston-methodist-deep,inst_houston_methodist_hospital_tx_deep,Houston Methodist Hospital,TX,Houston,https://houstonmethodist.org/academic-institute,INSTITUTION_SPECIFIC,RESEARCH_EDUCATION,CAUTION_SAFE_INTERNAL_REVIEW,HIGH,13,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +5 caution_safe_lane | -2 warnings=1,"The Weill Cornell Graduate School of Medical Sciences has expanded its PhD program to the Houston Methodist Academic Institute, the research and education arm of Houston Methodist in the Texas Medical Center.","PhD program for scientists, not USCE for medical students.",4,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0039,sc1,p102-gold-4-mayo-clinic-rochester,inst_mayo_clinic_rochester_mn,Mayo Clinic,MN,Rochester,https://mayoclinic.org/electives,INSTITUTION_SPECIFIC,UNKNOWN_RELEVANT,HUMAN_REVIEW_REQUIRED,HIGH,12,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane,Page Not Found - Site Help - Mayo Clinic,,2,,,,,KEEP_HUMAN_REVIEW,,,,,,,
rev_0040,c2,p102-gold-9-northwell-staten-island,inst_northwell_staten_island_uh_ny,Northwell Staten Island University Hospital,NY,Staten Island,https://pediatrics.northwell.edu/departments-services/general-pediatrics/research,INSTITUTION_SPECIFIC,RESEARCH_EDUCATION,HUMAN_REVIEW_REQUIRED,HIGH,12,+3 HIGH confidence | +5 url_contains_institution_or_campus_token | +2 quote_names_institution_or_campus | +2 human_review_lane,Cohen Children’s Medical Center is now a Children’s Environmental Health Center of Excellence on Long Island.,,0,,,,,KEEP_HUMAN_REVIEW,,,,,,,
